# bytes, threads, direction, time(ns)
34816, 512, s2g, 35467
34816, 544, g2s, 34935
34816, 544, s2g, 41633
35840, 1, g2s, 1147973
35840, 1, s2g, 1154777
35840, 2, g2s, 654899
35840, 2, s2g, 661646
35840, 4, g2s, 545828
35840, 4, s2g, 552539
35840, 5, g2s, 523969
35840, 5, s2g, 530729
35840, 7, g2s, 499015
35840, 7, s2g, 505409
35840, 8, g2s, 491224
35840, 8, s2g, 499856
35840, 10, g2s, 480298
35840, 10, s2g, 486878
35840, 14, g2s, 467784
35840, 14, s2g, 474412
35840, 16, g2s, 351854
35840, 16, s2g, 358736
35840, 20, g2s, 458472
35840, 20, s2g, 464975
35840, 28, g2s, 452249
35840, 28, s2g, 458776
35840, 32, g2s, 281630
35840, 32, s2g, 287981
35840, 35, g2s, 411911
35840, 35, s2g, 418330
35840, 40, g2s, 362888
35840, 40, s2g, 369272
35840, 56, g2s, 262807
35840, 56, s2g, 269193
35840, 64, g2s, 128671
35840, 64, s2g, 134919
35840, 70, g2s, 207056
35840, 70, s2g, 213917
35840, 80, g2s, 152715
35840, 80, s2g, 159064
35840, 112, g2s, 110259
35840, 112, s2g, 116832
35840, 128, g2s, 70468
35840, 128, s2g, 76766
35840, 140, g2s, 106262
35840, 140, s2g, 112625
35840, 160, g2s, 68013
35840, 160, s2g, 74155
35840, 224, g2s, 60282
35840, 224, s2g, 66579
35840, 256, g2s, 53940
35840, 256, s2g, 60439
35840, 280, g2s, 81051
35840, 280, s2g, 87615
35840, 320, g2s, 50091
35840, 320, s2g, 56490
35840, 448, g2s, 36549
35840, 448, s2g, 42998
35840, 560, g2s, 35561
35840, 560, s2g, 41888
35840, 640, g2s, 25965
35840, 640, s2g, 32275
35840, 896, g2s, 20540
35840, 896, s2g, 27257
36864, 1, g2s, 1180715
36864, 1, s2g, 1187510
36864, 2, g2s, 673627
36864, 2, s2g, 680319
36864, 3, g2s, 598772
36864, 3, s2g, 605382
36864, 4, g2s, 561291
36864, 4, s2g, 568028
36864, 6, g2s, 523924
36864, 6, s2g, 530672
36864, 8, g2s, 505186
36864, 8, s2g, 511974
36864, 9, g2s, 498829
36864, 9, s2g, 505227
36864, 12, g2s, 486505
36864, 12, s2g, 493247
36864, 16, g2s, 477134
36864, 16, s2g, 483587
36864, 18, g2s, 474000
36864, 18, s2g, 480532
36864, 24, g2s, 467783
36864, 24, s2g, 474418
36864, 32, g2s, 487948
36864, 32, s2g, 494588
36864, 36, g2s, 411910
36864, 36, s2g, 418374
36864, 48, g2s, 309454
36864, 48, s2g, 315784
36864, 64, g2s, 196215
36864, 64, s2g, 202644
36864, 72, g2s, 207091
36864, 72, s2g, 213912
36864, 96, g2s, 170586
36864, 96, s2g, 177015
36864, 128, g2s, 86384
36864, 128, s2g, 92490
36864, 144, g2s, 108502
36864, 144, s2g, 115124
36864, 192, g2s, 72924
36864, 192, s2g, 79362
36864, 256, g2s, 57618
36864, 256, s2g, 63930
36864, 288, g2s, 82433
36864, 288, s2g, 88834
36864, 384, g2s, 48402
36864, 384, s2g, 54707
36864, 512, g2s, 33189
36864, 512, s2g, 39507
36864, 576, g2s, 36711
36864, 576, s2g, 43165
36864, 768, g2s, 25358
36864, 768, s2g, 31535
36864, 1024, g2s, 18981
36864, 1024, s2g, 25655
37888, 1, g2s, 1213473
37888, 1, s2g, 1220391
37888, 2, g2s, 692293
37888, 2, s2g, 699007
37888, 4, g2s, 576907
37888, 4, s2g, 583424
37888, 8, g2s, 519177
37888, 8, s2g, 525743
37888, 16, g2s, 371833
37888, 16, s2g, 378595
37888, 32, g2s, 297591
37888, 32, s2g, 303979
37888, 37, g2s, 411909
37888, 37, s2g, 418427
37888, 64, g2s, 150432
37888, 64, s2g, 156869
37888, 74, g2s, 207108
37888, 74, s2g, 213923
37888, 128, g2s, 76664
37888, 128, s2g, 83334
37888, 148, g2s, 111329
37888, 148, s2g, 117776
37888, 256, g2s, 56769
37888, 256, s2g, 63243
37888, 296, g2s, 83319
37888, 296, s2g, 89628
37888, 592, g2s, 37516
37888, 592, s2g, 43991
38912, 1, g2s, 1246190
38912, 1, s2g, 1252925
38912, 2, g2s, 710951
38912, 2, s2g, 717643
38912, 4, g2s, 592413
38912, 4, s2g, 599480
38912, 8, g2s, 533147
38912, 8, s2g, 539754
38912, 16, g2s, 503532
38912, 16, s2g, 510193
38912, 19, g2s, 498858
38912, 19, s2g, 505354
38912, 32, g2s, 365422
38912, 32, s2g, 371884
38912, 38, g2s, 411909
38912, 38, s2g, 418457
38912, 64, g2s, 153924
38912, 64, s2g, 160506
38912, 76, g2s, 207163
38912, 76, s2g, 214095
38912, 128, g2s, 80960
38912, 128, s2g, 87409
38912, 152, g2s, 113497
38912, 152, s2g, 120004
38912, 256, g2s, 58519
38912, 256, s2g, 64947
38912, 304, g2s, 84842
38912, 304, s2g, 91135
38912, 512, g2s, 36128
38912, 512, s2g, 42502
38912, 608, g2s, 38749
38912, 608, s2g, 44855
39936, 1, g2s, 1278945
39936, 1, s2g, 1285736
39936, 2, g2s, 729625
39936, 2, s2g, 736393
39936, 3, g2s, 648405
39936, 3, s2g, 655209
39936, 4, g2s, 607952
39936, 4, s2g, 614760
39936, 6, g2s, 567395
39936, 6, s2g, 574120
39936, 8, g2s, 547118
39936, 8, s2g, 553860
39936, 12, g2s, 526838
39936, 12, s2g, 533565
39936, 13, g2s, 523747
39936, 13, s2g, 530307
39936, 16, g2s, 391825
39936, 16, s2g, 398240
39936, 24, g2s, 532463
39936, 24, s2g, 538966
39936, 26, g2s, 505060
39936, 26, s2g, 511782
39936, 32, g2s, 313552
39936, 32, s2g, 319926
39936, 39, g2s, 411910
39936, 39, s2g, 418341
39936, 48, g2s, 269107
39936, 48, s2g, 275674
39936, 52, g2s, 309453
39936, 52, s2g, 315809
39936, 64, g2s, 143135
39936, 64, s2g, 149725
39936, 78, g2s, 207210
39936, 78, s2g, 213950
39936, 96, g2s, 121164
39936, 96, s2g, 127618
39936, 104, g2s, 170637
39936, 104, s2g, 177076
39936, 128, g2s, 80194
39936, 128, s2g, 86597
39936, 156, g2s, 115660
39936, 156, s2g, 122164
39936, 192, g2s, 64624
39936, 192, s2g, 70741
39936, 208, g2s, 75287
39936, 208, s2g, 81906
39936, 256, g2s, 59467
39936, 256, s2g, 65977
39936, 312, g2s, 86763
39936, 312, s2g, 93290
39936, 384, g2s, 51264
39936, 384, s2g, 57607
39936, 416, g2s, 52087
39936, 416, s2g, 58667
39936, 624, g2s, 39487
39936, 624, s2g, 46036
39936, 768, g2s, 26821
39936, 768, s2g, 33100
39936, 832, g2s, 27608
39936, 832, s2g, 34280
40960, 1, g2s, 1311696
40960, 1, s2g, 1318565
40960, 2, g2s, 748143
40960, 2, s2g, 754759
40960, 4, g2s, 623515
40960, 4, s2g, 630226
40960, 5, g2s, 598565
40960, 5, s2g, 605148
40960, 8, g2s, 561138
40960, 8, s2g, 567706
40960, 10, g2s, 548664
40960, 10, s2g, 555562
40960, 16, g2s, 529957
40960, 16, s2g, 536604
40960, 20, g2s, 523713
40960, 20, s2g, 530416
40960, 32, g2s, 514347
40960, 32, s2g, 520953
40960, 40, g2s, 411909
40960, 40, s2g, 418390
40960, 64, g2s, 274859
40960, 64, s2g, 281402
40960, 80, g2s, 207240
40960, 80, s2g, 214229
40960, 128, g2s, 111660
40960, 128, s2g, 118152
40960, 160, g2s, 117718
40960, 160, s2g, 124251
40960, 256, g2s, 69494
40960, 256, s2g, 76026
40960, 320, g2s, 88304
40960, 320, s2g, 94964
40960, 512, g2s, 42317
40960, 512, s2g, 48780
40960, 640, g2s, 40729
40960, 640, s2g, 47475
40960, 1024, g2s, 23888
40960, 1024, s2g, 30130
41984, 1, g2s, 1344422
41984, 1, s2g, 1351297
41984, 2, g2s, 766718
41984, 2, s2g, 773442
41984, 4, g2s, 639061
41984, 4, s2g, 645731
41984, 8, g2s, 575092
41984, 8, s2g, 581737
41984, 16, g2s, 411824
41984, 16, s2g, 418327
41984, 32, g2s, 329539
41984, 32, s2g, 335887
41984, 41, g2s, 411912
41984, 41, s2g, 418435
41984, 64, g2s, 150390
41984, 64, s2g, 156968
41984, 82, g2s, 207233
41984, 82, s2g, 214060
41984, 128, g2s, 82745
41984, 128, s2g, 89299
41984, 164, g2s, 118043
41984, 164, s2g, 124477
41984, 256, g2s, 62282
41984, 256, s2g, 68789
41984, 328, g2s, 89318
41984, 328, s2g, 95661
41984, 656, g2s, 41535
41984, 656, s2g, 47561
43008, 1, g2s, 1377172
43008, 1, s2g, 1384026
43008, 2, g2s, 785575
43008, 2, s2g, 792277
43008, 3, g2s, 698260
43008, 3, s2g, 704931
43008, 4, g2s, 654560
43008, 4, s2g, 661211
43008, 6, g2s, 610910
43008, 6, s2g, 617604
43008, 7, g2s, 598433
43008, 7, s2g, 605015
43008, 8, g2s, 589053
43008, 8, s2g, 595791
43008, 12, g2s, 567230
43008, 12, s2g, 573978
43008, 14, g2s, 561010
43008, 14, s2g, 567493
43008, 16, g2s, 591659
43008, 16, s2g, 598465
43008, 21, g2s, 548516
43008, 21, s2g, 555401
43008, 24, g2s, 545398
43008, 24, s2g, 552120
43008, 28, g2s, 542282
43008, 28, s2g, 548833
43008, 32, g2s, 441874
43008, 32, s2g, 448500
43008, 42, g2s, 411909
43008, 42, s2g, 418367
43008, 48, g2s, 371206
43008, 48, s2g, 377648
43008, 56, g2s, 309455
43008, 56, s2g, 315853
43008, 64, g2s, 188392
43008, 64, s2g, 195092
43008, 84, g2s, 207387
43008, 84, s2g, 214184
43008, 96, g2s, 154508
43008, 96, s2g, 160684
43008, 112, g2s, 170781
43008, 112, s2g, 177297
43008, 128, g2s, 91031
43008, 128, s2g, 97479
43008, 168, g2s, 118264
43008, 168, s2g, 124851
43008, 192, g2s, 74812
43008, 192, s2g, 81128
43008, 224, g2s, 82740
43008, 224, s2g, 89363
43008, 256, g2s, 63398
43008, 256, s2g, 69739
43008, 336, g2s, 90886
43008, 336, s2g, 97165
43008, 384, g2s, 60324
43008, 384, s2g, 66639
43008, 448, g2s, 55811
43008, 448, s2g, 62047
43008, 512, g2s, 44002
43008, 512, s2g, 50455
43008, 672, g2s, 42770
43008, 672, s2g, 48949
43008, 768, g2s, 31888
43008, 768, s2g, 38450
43008, 896, g2s, 29861
43008, 896, s2g, 35918
44032, 1, g2s, 1409917
44032, 1, s2g, 1416823
44032, 2, g2s, 804244
44032, 2, s2g, 810967
44032, 4, g2s, 670124
44032, 4, s2g, 676845
44032, 8, g2s, 603066
44032, 8, s2g, 609630
44032, 16, g2s, 431818
44032, 16, s2g, 438350
44032, 32, g2s, 345528
44032, 32, s2g, 351931
44032, 43, g2s, 411911
44032, 43, s2g, 418433
44032, 64, g2s, 170374
44032, 64, s2g, 176719
44032, 86, g2s, 207486
44032, 86, s2g, 214292
44032, 128, g2s, 88131
44032, 128, s2g, 94595
44032, 172, g2s, 118175
44032, 172, s2g, 124618
44032, 256, g2s, 65226
44032, 256, s2g, 71618
44032, 344, g2s, 92662
44032, 344, s2g, 99289
44032, 688, g2s, 43529
44032, 688, s2g, 50278
45056, 1, g2s, 1442652
45056, 1, s2g, 1449571
45056, 2, g2s, 822918
45056, 2, s2g, 829613
45056, 4, g2s, 685656
45056, 4, s2g, 692299
45056, 8, g2s, 617018
45056, 8, s2g, 623708
45056, 11, g2s, 598297
45056, 11, s2g, 604929
45056, 16, g2s, 582700
45056, 16, s2g, 589244
45056, 22, g2s, 573371
45056, 22, s2g, 580163
45056, 32, g2s, 565580
45056, 32, s2g, 572210
45056, 44, g2s, 411910
45056, 44, s2g, 418376
45056, 64, g2s, 219217
45056, 64, s2g, 225593
45056, 88, g2s, 207680
45056, 88, s2g, 214296
45056, 128, g2s, 101817
45056, 128, s2g, 108335
45056, 176, g2s, 118314
45056, 176, s2g, 124863
45056, 256, g2s, 70389
45056, 256, s2g, 76860
45056, 352, g2s, 94460
45056, 352, s2g, 101072
45056, 512, g2s, 49417
45056, 512, s2g, 55793
45056, 704, g2s, 44782
45056, 704, s2g, 51246
45056, 1024, g2s, 26887
45056, 1024, s2g, 33074
46080, 1, g2s, 1475393
46080, 1, s2g, 1482184
46080, 2, g2s, 841547
46080, 2, s2g, 848427
46080, 3, g2s, 747949
46080, 3, s2g, 754722
46080, 4, g2s, 701142
46080, 4, s2g, 707837
46080, 5, g2s, 673064
46080, 5, s2g, 679892
46080, 6, g2s, 654334
46080, 6, s2g, 661099
46080, 8, g2s, 631001
46080, 8, s2g, 637810
46080, 9, g2s, 623176
46080, 9, s2g, 629793
46080, 10, g2s, 616911
46080, 10, s2g, 623560
46080, 12, g2s, 607595
46080, 12, s2g, 614280
46080, 15, g2s, 598261
46080, 15, s2g, 604949
46080, 16, g2s, 451801
46080, 16, s2g, 458570
46080, 18, g2s, 592020
46080, 18, s2g, 598779
46080, 20, g2s, 588895
46080, 20, s2g, 595671
46080, 24, g2s, 584209
46080, 24, s2g, 590741
46080, 30, g2s, 579563
46080, 30, s2g, 586203
46080, 32, g2s, 361498
46080, 32, s2g, 367901
46080, 36, g2s, 514366
46080, 36, s2g, 520976
46080, 40, g2s, 489986
46080, 40, s2g, 496511
46080, 45, g2s, 412109
46080, 45, s2g, 418546
46080, 48, g2s, 290496
46080, 48, s2g, 296779
46080, 60, g2s, 309482
46080, 60, s2g, 315911
46080, 64, g2s, 164912
46080, 64, s2g, 171654
46080, 72, g2s, 275634
46080, 72, s2g, 282097
46080, 80, g2s, 197200
46080, 80, s2g, 203777
46080, 90, g2s, 207729
46080, 90, s2g, 214194
46080, 96, g2s, 124525
46080, 96, s2g, 131266
46080, 120, g2s, 172656
46080, 120, s2g, 179265
46080, 128, g2s, 90157
46080, 128, s2g, 96744
46080, 144, g2s, 112419
46080, 144, s2g, 118791
46080, 160, g2s, 87668
46080, 160, s2g, 93818
46080, 180, g2s, 118365
46080, 180, s2g, 124891
46080, 192, g2s, 72812
46080, 192, s2g, 79269
46080, 240, g2s, 86315
46080, 240, s2g, 92532
46080, 256, g2s, 68275
46080, 256, s2g, 74764
46080, 288, g2s, 77685
46080, 288, s2g, 83990
46080, 320, g2s, 72877
46080, 320, s2g, 79291
46080, 360, g2s, 95395
46080, 360, s2g, 101884
46080, 384, g2s, 67889
46080, 384, s2g, 74351
46080, 480, g2s, 59515
46080, 480, s2g, 66218
46080, 576, g2s, 47920
46080, 576, s2g, 54440
46080, 640, g2s, 42265
46080, 640, s2g, 48761
46080, 720, g2s, 45596
46080, 720, s2g, 51830
46080, 768, g2s, 34944
46080, 768, s2g, 41510
46080, 960, g2s, 32183
46080, 960, s2g, 38871
47104, 1, g2s, 1508143
47104, 1, s2g, 1515103
47104, 2, g2s, 860233
47104, 2, s2g, 867091
47104, 4, g2s, 716653
47104, 4, s2g, 723422
47104, 8, g2s, 644999
47104, 8, s2g, 651647
47104, 16, g2s, 609095
47104, 16, s2g, 615913
47104, 23, g2s, 598217
47104, 23, s2g, 604890
47104, 32, g2s, 441922
47104, 32, s2g, 448535
47104, 46, g2s, 412108
47104, 46, s2g, 418509
47104, 64, g2s, 185816
47104, 64, s2g, 192266
47104, 92, g2s, 207898
47104, 92, s2g, 214207
47104, 128, g2s, 97977
47104, 128, s2g, 104220
47104, 184, g2s, 118398
47104, 184, s2g, 124906
47104, 256, g2s, 71196
47104, 256, s2g, 77732
47104, 368, g2s, 96928
47104, 368, s2g, 103553
47104, 512, g2s, 52533
47104, 512, s2g, 59046
47104, 736, g2s, 46764
47104, 736, s2g, 53343
48128, 1, g2s, 1540875
48128, 1, s2g, 1547620
48128, 2, g2s, 878710
48128, 2, s2g, 885458
48128, 4, g2s, 732157
48128, 4, s2g, 739071
48128, 8, g2s, 658953
48128, 8, s2g, 666331
48128, 16, g2s, 471779
48128, 16, s2g, 478561
48128, 32, g2s, 377471
48128, 32, s2g, 383935
48128, 47, g2s, 412107
48128, 47, s2g, 418574
48128, 64, g2s, 176158
48128, 64, s2g, 182849
48128, 94, g2s, 208046
48128, 94, s2g, 214234
48128, 128, g2s, 94980
48128, 128, s2g, 101195
48128, 188, g2s, 118618
48128, 188, s2g, 125143
48128, 256, g2s, 70243
48128, 256, s2g, 76863
48128, 376, g2s, 98576
48128, 376, s2g, 105228
48128, 752, g2s, 47591
48128, 752, s2g, 53942
49152, 1, g2s, 1573615
49152, 1, s2g, 1581268
49152, 2, g2s, 897526
49152, 2, s2g, 904298
49152, 3, g2s, 797762
49152, 3, s2g, 804493
49152, 4, g2s, 747804
49152, 4, s2g, 754591
49152, 6, g2s, 697894
49152, 6, s2g, 704553
49152, 8, g2s, 672948
49152, 8, s2g, 679737
49152, 12, g2s, 647990
49152, 12, s2g, 654626
49152, 16, g2s, 635520
49152, 16, s2g, 642244
49152, 24, g2s, 623027
49152, 24, s2g, 629706
49152, 32, g2s, 616821
49152, 32, s2g, 623478
49152, 48, g2s, 412108
49152, 48, s2g, 418506
49152, 64, g2s, 309440
49152, 64, s2g, 315864
49152, 96, g2s, 206990
49152, 96, s2g, 213934
49152, 128, g2s, 172936
49152, 128, s2g, 179395
49152, 192, g2s, 120340
49152, 192, s2g, 126841
49152, 256, g2s, 93396
49152, 256, s2g, 99939
49152, 384, g2s, 100514
49152, 384, s2g, 106906
49152, 512, g2s, 63261
49152, 512, s2g, 69440
49152, 768, g2s, 48788
49152, 768, s2g, 54780
49152, 1024, g2s, 34396
49152, 1024, s2g, 40398
