#N_elem,N_iter,N_block,dtype,method,t_tot,t_copy,t_exec,t_backcopy
16384,2000,256,uint32_t,cuda_naive,31992999,117475,31854014,18089
16384,2000,256,uint32_t,cuda_shared,24999498,109862,24868405,17810
16384,2000,256,float,cuda_naive,31990834,109792,31859671,18019
16384,2000,256,float,cuda_shared,24683044,110002,24546153,23537
16384,2000,256,double,cuda_naive,34831034,118592,34690582,18438
16384,2000,256,double,cuda_shared,26239196,119221,26099023,17600
16384,2000,512,uint16_t,cuda_naive,40533225,107557,40403947,18368
16384,2000,512,uint16_t,cuda_shared,28994887,106579,28867145,17810
16384,2000,512,uint32_t,cuda_naive,40703220,110350,40571079,18369
16384,2000,512,uint32_t,cuda_shared,29267271,110001,29136178,17670
16384,2000,512,float,cuda_naive,40615498,110280,40482100,19766
16384,2000,512,float,cuda_shared,29064310,110071,28933147,17740
16384,2000,512,double,cuda_naive,40650140,119360,40509059,18299
16384,2000,512,double,cuda_shared,31339208,119360,31198057,18368
16384,2000,1024,uint16_t,cuda_naive,55033148,107417,54902473,19905
16384,2000,1024,uint16_t,cuda_shared,37784518,107138,37656078,17880
16384,2000,1024,uint32_t,cuda_naive,54981992,110351,54849989,18229
16384,2000,1024,uint32_t,cuda_shared,38004838,111119,37872557,17810
16384,2000,1024,float,cuda_naive,54991926,110281,54858387,19905
16384,2000,1024,float,cuda_shared,37750961,111049,37611697,18019
16384,2000,1024,double,cuda_naive,54993672,125995,54846095,18229
16384,2000,1024,double,cuda_shared,40416279,119150,40275688,18089
16384,2000,1,float,thrust,680891,189971,486591,1606
16384,2000,1,float,std::accumulate,3325326,189971,486591,1606
16384,2000,1,float,cpu,36874652,189971,486591,1606
16384,2000,1,float,cpu_seq,3324559,189971,486591,1606
32768,2000,32,uint16_t,cuda_naive,26308646,117335,26169590,18019
32768,2000,32,uint16_t,cuda_shared,23586336,111329,23453636,17950
32768,2000,32,uint32_t,cuda_naive,29004694,119779,28863892,17670
32768,2000,32,uint32_t,cuda_shared,23628241,119221,23487929,17670
32768,2000,32,float,cuda_naive,28965442,120129,28824361,17531
32768,2000,32,float,cuda_shared,23407192,119081,23267227,17461
32768,2000,32,double,cuda_naive,31844477,147926,31675249,17950
32768,2000,32,double,cuda_shared,26152968,134586,25997569,17460
32768,2000,64,uint16_t,cuda_naive,26135647,110630,26003156,18508
32768,2000,64,uint16_t,cuda_shared,22403001,110909,22271069,17600
32768,2000,64,uint32_t,cuda_naive,26243902,125786,26096605,18089
32768,2000,64,uint32_t,cuda_shared,23713170,118313,23569434,21931
32768,2000,64,float,cuda_naive,26179786,119151,26038985,18299
32768,2000,64,float,cuda_shared,23528647,118523,23389242,17530
32768,2000,64,double,cuda_naive,28997081,134237,28841333,18089
32768,2000,64,double,cuda_shared,23749279,134586,23587524,23816
32768,2000,128,uint16_t,cuda_naive,32000435,109792,31868992,18228
32768,2000,128,uint16_t,cuda_shared,23888055,110491,23756542,17600
32768,2000,128,uint32_t,cuda_naive,31994359,118871,31854116,17949
32768,2000,128,uint32_t,cuda_shared,26042477,117754,25903631,17670
32768,2000,128,float,cuda_naive,31924237,118802,31783784,18229
32768,2000,128,float,cuda_shared,25654713,119640,25514120,17601
32768,2000,128,double,cuda_naive,34769538,134376,34613301,18509
32768,2000,128,double,cuda_shared,26182371,134516,26027112,17461
32768,2000,256,uint16_t,cuda_naive,34733639,110211,34602056,17950
32768,2000,256,uint16_t,cuda_shared,26213989,109653,26083244,17740
32768,2000,256,uint32_t,cuda_naive,35016186,125995,34868749,18019
32768,2000,256,uint32_t,cuda_shared,26315743,119150,26175710,17460
32768,2000,256,float,cuda_naive,34956750,119011,34816298,18019
32768,2000,256,float,cuda_shared,26218942,119290,26078839,17461
32768,2000,256,double,cuda_naive,37732206,140802,37569544,18438
32768,2000,256,double,cuda_shared,28947325,142897,28783545,17460
32768,2000,512,uint16_t,cuda_naive,43338433,111118,43205734,18229
32768,2000,512,uint16_t,cuda_shared,31842630,110141,31711396,17671
32768,2000,512,uint32_t,cuda_naive,43483077,118452,43337246,23886
32768,2000,512,uint32_t,cuda_shared,32028689,119569,31888237,17461
32768,2000,512,float,cuda_naive,43488524,118802,43348071,18229
32768,2000,512,float,cuda_shared,31993349,119011,31853386,17600
32768,2000,512,double,cuda_naive,46430344,134096,46274317,18578
32768,2000,512,double,cuda_shared,31807499,142338,31643789,17949
32768,2000,1024,uint16_t,cuda_naive,60827669,117824,60688124,18368
32768,2000,1024,uint16_t,cuda_shared,40626324,118592,40486779,17601
32768,2000,1024,uint32_t,cuda_naive,60959531,119290,60818590,18228
32768,2000,1024,uint32_t,cuda_shared,40673817,126763,40526171,17460
32768,2000,1024,float,cuda_naive,60739808,119570,60598656,18229
32768,2000,1024,float,cuda_shared,40693303,119220,40552571,18019
32768,2000,1024,double,cuda_naive,60970007,135633,60812653,18369
32768,2000,1024,double,cuda_shared,42216210,134725,42059904,18228
32768,2000,1,float,thrust,1170414,212251,953694,1746
32768,2000,1,float,std::accumulate,6651904,212251,953694,1746
32768,2000,1,float,cpu,73032097,212251,953694,1746
32768,2000,1,float,cpu_seq,6661898,212251,953694,1746
65536,2000,64,uint16_t,cuda_naive,37647526,141082,37484025,18368
65536,2000,64,uint16_t,cuda_shared,28952033,127602,28802920,18159
65536,2000,64,uint32_t,cuda_naive,38864385,154352,38688313,18299
65536,2000,64,uint32_t,cuda_shared,29195083,141850,29031932,17880
65536,2000,64,float,cuda_naive,38745305,134936,38588299,18648
65536,2000,64,float,cuda_shared,28975360,135075,28818564,18369
65536,2000,64,double,cuda_naive,44983470,190460,44770032,19625
65536,2000,64,double,cuda_shared,33138234,167551,32950010,17391
65536,2000,128,uint16_t,cuda_naive,34736642,118453,34596469,18299
65536,2000,128,uint16_t,cuda_shared,27092974,119011,26952451,18089
65536,2000,128,uint32_t,cuda_naive,37194179,135005,37032076,23607
65536,2000,128,uint32_t,cuda_shared,28751655,134446,28596187,17600
65536,2000,128,float,cuda_naive,37287420,134865,37130903,18229
65536,2000,128,float,cuda_shared,28494985,134796,28339237,17601
65536,2000,128,double,cuda_naive,43309143,167830,43118055,19905
65536,2000,128,double,cuda_shared,31996454,167831,31807601,17670
65536,2000,256,uint16_t,cuda_naive,39824018,139544,39661286,19276
65536,2000,256,uint16_t,cuda_shared,28990586,123062,28845733,18368
65536,2000,256,uint32_t,cuda_naive,40601152,136681,40442679,18369
65536,2000,256,uint32_t,cuda_shared,29091577,135982,28934643,17600
65536,2000,256,float,cuda_naive,40565741,135424,40408667,18229
65536,2000,256,float,cuda_shared,28936528,135843,28779663,17670
65536,2000,256,double,cuda_naive,43678608,168739,43486542,19835
65536,2000,256,double,cuda_shared,31911805,176073,31714361,18019
65536,2000,512,uint16_t,cuda_naive,49080482,119569,48938983,18578
65536,2000,512,uint16_t,cuda_shared,34749633,119081,34609530,17670
65536,2000,512,uint32_t,cuda_naive,49243005,134725,49085232,19626
65536,2000,512,uint32_t,cuda_shared,35011453,135494,34854796,17740
65536,2000,512,float,cuda_naive,49185616,134585,49029170,18438
65536,2000,512,float,cuda_shared,34839555,135144,34683319,17809
65536,2000,512,double,cuda_naive,52174788,167621,51985377,18508
65536,2000,512,double,cuda_shared,36651330,169856,36460172,18019
65536,2000,1024,uint16_t,cuda_naive,66570716,119221,66429286,18788
65536,2000,1024,uint16_t,cuda_shared,43372796,119081,43232552,17810
65536,2000,1024,uint32_t,cuda_naive,66765367,134795,66608711,18438
65536,2000,1024,uint32_t,cuda_shared,43582532,135145,43426364,17600
65536,2000,1024,float,cuda_naive,66527485,135005,66369292,19765
65536,2000,1024,float,cuda_shared,43380827,135354,43224451,17670
65536,2000,1024,double,cuda_naive,69370408,174466,69174012,18508
65536,2000,1024,double,cuda_shared,46046073,169018,45855543,18089
65536,2000,1,float,thrust,2166782,251152,1911090,1816
65536,2000,1,float,std::accumulate,14951661,251152,1911090,1816
65536,2000,1,float,cpu,150272309,251152,1911090,1816
65536,2000,1,float,cpu_seq,14973312,251152,1911090,1816
131072,2000,128,uint16_t,cuda_naive,49136237,160847,48951993,18997
131072,2000,128,uint16_t,cuda_shared,34801072,147786,34631635,18298
131072,2000,128,uint32_t,cuda_naive,52134770,198491,51912811,19905
131072,2000,128,uint32_t,cuda_shared,37847445,169647,37658034,16273
131072,2000,128,float,cuda_naive,52107741,169507,51914627,20114
131072,2000,128,float,cuda_shared,37677311,168180,37487619,18089
131072,2000,128,double,cuda_naive,69454219,273362,69157669,19695
131072,2000,128,double,cuda_shared,49723959,232574,49469873,18159
131072,2000,256,uint16_t,cuda_naive,46282837,134725,46126321,18439
131072,2000,256,uint16_t,cuda_shared,34754558,134796,34598809,17670
131072,2000,256,uint32_t,cuda_naive,49171648,174466,48974064,19695
131072,2000,256,uint32_t,cuda_shared,35624091,167412,35435727,17531
131072,2000,256,float,cuda_naive,49093774,167411,48903245,19695
131072,2000,256,float,cuda_shared,35477773,166713,35289897,17810
131072,2000,256,double,cuda_naive,65035238,238720,64773120,20045
131072,2000,256,double,cuda_shared,46254831,233203,46000675,17670
131072,2000,512,uint16_t,cuda_naive,54918886,135005,54760903,19556
131072,2000,512,uint16_t,cuda_shared,37718866,134656,37563188,17600
131072,2000,512,uint32_t,cuda_naive,55917000,166783,55726959,19835
131072,2000,512,uint32_t,cuda_shared,38722148,167272,38533715,17740
131072,2000,512,float,cuda_naive,55877190,166783,55687289,19695
131072,2000,512,float,cuda_shared,38495581,167342,38306657,18159
131072,2000,512,double,cuda_naive,67121143,233342,66864613,19765
131072,2000,512,double,cuda_shared,46382641,235019,46124855,19486
131072,2000,1024,uint16_t,cuda_naive,75038696,135145,74881482,18648
131072,2000,1024,uint16_t,cuda_shared,49187062,136123,49029637,18019
131072,2000,1024,uint32_t,cuda_naive,75198738,168529,75008418,18369
131072,2000,1024,uint32_t,cuda_shared,49338619,166503,49151093,17601
131072,2000,1024,float,cuda_naive,75039218,169646,74846664,19626
131072,2000,1024,float,cuda_shared,49171138,174465,48975510,17740
131072,2000,1024,double,cuda_naive,86475669,235299,86215925,21022
131072,2000,1024,double,cuda_shared,57023006,246892,56748387,18578
131072,2000,1,float,thrust,4159661,333566,3821485,1886
131072,2000,1,float,std::accumulate,33152831,333566,3821485,1886
131072,2000,1,float,cpu,363317055,333566,3821485,1886
131072,2000,1,float,cpu_seq,33325342,333566,3821485,1886
262144,2000,256,uint16_t,cuda_naive,80809859,225311,80557380,21791
262144,2000,256,uint16_t,cuda_shared,54882498,170834,54690082,18159
262144,2000,256,uint32_t,cuda_naive,92456722,295153,92138241,19835
262144,2000,256,uint32_t,cuda_shared,61886126,237533,61627361,17740
262144,2000,256,float,cuda_naive,92243563,262537,91957839,19695
262144,2000,256,float,cuda_shared,61703070,234949,61447099,17670
262144,2000,256,double,cuda_naive,116965090,510196,116431567,19905
262144,2000,256,double,cuda_shared,75987391,493085,75473004,17879
262144,2000,512,uint16_t,cuda_naive,74988787,168390,74797420,19486
262144,2000,512,uint16_t,cuda_shared,52048933,167551,51860639,17390
262144,2000,512,uint32_t,cuda_naive,83755371,241933,83490600,19416
262144,2000,512,uint32_t,cuda_shared,57972453,238580,57711384,19136
262144,2000,512,float,cuda_naive,83666252,249127,83393100,20603
262144,2000,512,float,cuda_shared,57850928,242701,57586925,17880
262144,2000,512,double,cuda_naive,105252851,510895,104718489,20114
262144,2000,512,double,cuda_shared,67737986,489036,67227649,17949
262144,2000,1024,uint16_t,cuda_naive,86460652,168948,86268446,19835
262144,2000,1024,uint16_t,cuda_shared,57807754,174256,57612195,17880
262144,2000,1024,uint32_t,cuda_naive,93576314,246962,93306304,19626
262144,2000,1024,uint32_t,cuda_shared,62931726,234251,62674218,19905
262144,2000,1024,float,cuda_naive,93659706,242981,93393607,19625
262144,2000,1024,float,cuda_shared,62844353,234670,62586565,19766
262144,2000,1024,double,cuda_naive,107976657,493505,107460313,19416
262144,2000,1024,double,cuda_shared,71360630,494063,70843589,19696
262144,2000,1,float,thrust,8131587,485752,7641015,2026
262144,2000,1,float,std::accumulate,66533208,485752,7641015,2026
262144,2000,1,float,cpu,878180664,485752,7641015,2026
262144,2000,1,float,cpu_seq,66538170,485752,7641015,2026
524288,2000,512,uint16_t,cuda_naive,144753175,486729,144233899,23467
524288,2000,512,uint16_t,cuda_shared,94732290,234948,94475481,18228
524288,2000,512,uint32_t,cuda_naive,153044426,804233,152216307,20254
524288,2000,512,uint32_t,cuda_shared,101787521,497765,101268384,17880
524288,2000,512,float,cuda_naive,155332386,834894,154473816,20185
524288,2000,512,float,cuda_shared,102024985,501187,101502286,18159
524288,2000,512,double,cuda_naive,206968814,1543164,205401625,20603
524288,2000,512,double,cuda_shared,127127665,1060693,126045251,18298
524288,2000,1024,uint16_t,cuda_naive,126247567,332728,125890395,20953
524288,2000,1024,uint16_t,cuda_shared,86554923,235159,86297693,18648
524288,2000,1024,uint32_t,cuda_naive,132534575,676630,131834618,19765
524288,2000,1024,uint32_t,cuda_shared,92518462,489454,92005401,19766
524288,2000,1024,float,cuda_naive,132606722,683195,131899990,20115
524288,2000,1024,float,cuda_shared,92444080,499022,91921312,20393
524288,2000,1024,double,cuda_naive,174981055,1321622,173635617,20393
524288,2000,1024,double,cuda_shared,108929265,1019974,107885894,19905
524288,2000,1,float,thrust,16151410,836289,15310301,2026
524288,2000,1,float,std::accumulate,133439031,836289,15310301,2026
524288,2000,1,float,cpu,2009660207,836289,15310301,2026
524288,2000,1,float,cpu_seq,133450767,836289,15310301,2026
1048576,2000,1024,uint16_t,cuda_naive,262424719,1151836,261239498,24444
1048576,2000,1024,uint16_t,cuda_shared,166860582,503701,166334461,18927
1048576,2000,1024,uint32_t,cuda_naive,273464593,1983726,271455584,21651
1048576,2000,1024,uint32_t,cuda_shared,179669295,1064883,178582062,18648
1048576,2000,1024,float,cuda_naive,272698487,1720912,270952223,21861
1048576,2000,1024,float,cuda_shared,179580757,1054338,178502883,19974
1048576,2000,1024,double,cuda_naive,372690994,3130327,369535036,22140
1048576,2000,1024,double,cuda_shared,223601036,2674328,220900447,22000
1048576,2000,1,float,thrust,32403042,1782092,30616062,2026
1048576,2000,1,float,std::accumulate,270637803,1782092,30616062,2026
1048576,2000,1,float,cpu,4351506800,1782092,30616062,2026
1048576,2000,1,float,cpu_seq,270888606,1782092,30616062,2026
2097152,2000,1,float,thrust,65761456,4476531,61273262,2514
2097152,2000,1,float,std::accumulate,581432101,4476531,61273262,2514
2097152,2000,1,float,cpu,11431342688,4476531,61273262,2514
2097152,2000,1,float,cpu_seq,585938132,4476531,61273262,2514
